2021-08-18 09:40:41 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:55 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:56 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:56 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:56 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:56 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:56 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:56 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:56 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:56 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:57 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:57 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:57 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:57 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:57 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:57 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:57 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:57 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:57 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:57 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:58 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:58 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:58 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:58 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:58 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:58 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:58 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:58 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:59 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:59 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:59 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:59 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:59 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:59 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:59 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:59 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:40:59 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:40:59 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:00 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:05 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:05 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=138853716873327&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:41:05 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:05 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:05 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:06 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:06 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:06 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:06 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:06 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:06 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:06 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:06 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:06 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:06 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:07 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:07 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:07 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:07 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:07 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:07 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:07 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:07 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:07 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:07 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:08 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:08 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:08 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:08 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:08 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:08 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:08 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:08 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:09 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:09 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:09 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:09 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:09 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:09 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:09 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:09 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:10 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:19 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:19 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=138853715406089&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:41:19 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:19 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:19 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:19 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:19 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:20 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:20 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:20 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:20 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:20 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:23 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:23 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:23 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:28 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:28 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=177811790007&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:41:28 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:28 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:28 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:30 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:30 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:30 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:30 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:30 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:30 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:31 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:31 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:31 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:31 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:31 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:31 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:31 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:31 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:31 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:31 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:32 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:32 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:32 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:32 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:32 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:32 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:32 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:32 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:32 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:32 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:33 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:38 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:38 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=4671463032356876&max_id_type=1&id=4671424705331327&mid=4671424705331327
2021-08-18 09:41:38 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:38 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:38 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:38 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:38 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:39 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:39 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:39 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:39 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:39 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:39 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:39 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:39 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:40 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:40 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:40 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:40 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:40 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:40 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:40 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:40 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:40 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:40 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:41 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:41 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:41 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:41 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:41 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:41 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:41 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:41 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:41 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:47 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:48 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=4671451154350167&max_id_type=1&id=4671424705331327&mid=4671424705331327
2021-08-18 09:41:48 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:48 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:41:55 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:55 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=4671438160397382&max_id_type=1&id=4671424705331327&mid=4671424705331327
2021-08-18 09:41:55 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:41:56 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:42:04 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:42:04 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=4671426928574711&max_id_type=1&id=4671424705331327&mid=4671424705331327
2021-08-18 09:42:04 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:42:04 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:42:04 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:42:04 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:42:04 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:42:04 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:42:04 | ERROR | crawl | data capture is complete
2021-08-18 09:45:47 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:47 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:45:47 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:47 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:48 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:48 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:48 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:48 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:48 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:49 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:49 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:49 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:49 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:49 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:50 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:50 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:50 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:50 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:50 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:50 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:51 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:51 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:51 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:51 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:51 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:51 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:51 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:51 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:51 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:51 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:52 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:52 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:52 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:52 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:52 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:45:52 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:45:52 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:01 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:02 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=139266034292360&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:46:02 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:02 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:11 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:11 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=138853716922428&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:46:11 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:11 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:11 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:12 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:12 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:12 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:12 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:12 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:12 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:12 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:12 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:12 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:12 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:13 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:13 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:13 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:13 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:13 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:20 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=138853715529920&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:46:20 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:21 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:21 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:22 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:22 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:23 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:23 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:23 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:23 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:23 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:23 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:23 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:23 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:24 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:34 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:34 | INFO | crawl | 200,https://m.weibo.cn/comments/hotflow?&max_id=177811859363&max_id_type=0&id=4671424705331327&mid=4671424705331327
2021-08-18 09:46:34 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:34 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:34 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:34 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:35 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:35 | INFO | crawl | secondary comment crawling completed~
2021-08-18 09:46:35 | DEBUG | crawl | SUB=_2A25MH6K6DeRhGe
2021-08-18 09:46:35 | INFO | crawl | secondary comment crawling completed~
